1071,394,7.72E-06
878,323,1.56E-05
685,252,2.79E-05
193,35,2.80E-05
492,181,4.98E-05
1052,387,6.44E-05
791,291,6.88E-05
859,316,7.26E-05
666,245,8.55E-05
299,110,0.00010001
473,174,0.000108976
1003,369,0.000124647
753,277,0.000129724
704,259,0.00013511
1033,380,0.000139224
405,149,0.000161023
280,103,0.000164773
916,337,0.000180938
927,341,0.000193245
511,188,0.000196722
647,238,0.000205566
1014,373,0.000216831
617,227,0.000220154
367,135,0.00023669
723,266,0.000236716
829,305,0.000249042
935,344,0.000258573
821,302,0.000261218
1041,383,0.000266163
454,167,0.000281046
995,366,0.000297407
541,199,0.000311136
628,231,0.00033289
106,39,0.000333111
715,263,0.00034935
802,295,0.000362239
889,327,0.000372606
976,359,0.000381124
1063,391,0.000388248
1079,397,0.000397697
973,358,0.000404733
867,319,0.00041349
761,280,0.000424686
655,241,0.000439505
549,202,0.000460046
87,32,0.000468172
992,365,0.000473609
443,163,0.000490417
780,287,0.000511794
337,124,0.000539893
1025,377,0.000551063
938,345,0.000558751
905,333,0.000564111
851,313,0.000568012
568,209,0.000578479
764,281,0.000579382
677,249,0.000593674
799,294,0.000594754
1030,379,0.000603728
590,217,0.000612181
231,85,0.00063477
503,185,0.00063709
919,338,0.000653083
1049,386,0.000665248
416,153,0.00067242
818,301,0.000673855
587,216,0.000689236
745,274,0.000696274
943,347,0.000702578
1074,395,0.000705513
356,131,0.000724577
329,121,0.000726436
837,308,0.000749361
900,331,0.000751404
571,210,0.000765791
481,177,0.000767704
813,299,0.000781717
1055,388,0.000790336
606,223,0.000793039
731,269,0.000809709
242,89,0.000819295
856,315,0.000821511
981,361,0.000830305
881,324,0.000853974
639,235,0.000867108
1036,381,0.000878277
125,46,0.000890524
397,146,0.000896254
949,349,0.000915879
552,203,0.000929994
1019,375,0.000948495
707,260,0.000948941
894,329,0.0009566
862,317,0.000961074
769,283,0.000967341
1017,374,0.000969508
644,237,0.00098225
519,191,0.001004342
155,57,0.001016417
913,336,0.001019924
394,145,0.001040449
1057,389,0.001058178
998,367,0.001064221
663,244,0.001068714
843,310,0.00107301
932,343,0.001080662
688,253,0.00108576
533,196,0.001105927
269,99,0.001110111
911,335,0.001121157
951,350,0.001138971
378,139,0.001142632
682,251,0.001150354
979,360,0.001162616
601,221,0.001175185
413,152,0.001176565
824,303,0.001190119
970,357,0.001194994
1047,385,0.001198691
557,205,0.001208658
701,258,0.001227565
223,82,0.001230367
845,311,0.001240028
989,364,0.001248861
960,353,0.001264914
737,271,0.001275367
514,189,0.001294891
144,53,0.001300696
805,296,0.001312766
291,107,0.00134434
1027,378,0.001350612
883,325,0.001358752
739,272,0.001370064
941,346,0.001371351
650,239,0.001383444
595,219,0.001386851
1009,371,0.001394721
1046,385,0.001398712
451,166,0.001414359
359,132,0.001415141
758,279,0.00143595
786,289,0.001441355
1065,392,0.001445094
427,157,0.001463394
307,113,0.001467669
922,339,0.001482183
1084,399,0.001489849
495,182,0.001498391
777,286,0.001498612
1058,389,0.001512516
470,173,0.001518823
563,207,0.001524935
633,233,0.001543631
631,232,0.001545758
796,293,0.001558279
699,257,0.00156253
959,353,0.001567947
767,282,0.001576328
835,307,0.001587878
903,332,0.00159769
971,357,0.001606127
1039,382,0.001613459
163,60,0.001615162
997,367,0.001660575
834,307,0.001669451
671,247,0.001682638
508,187,0.001704288
68,25,0.001718172
853,314,0.001721319
345,127,0.001746395
872,321,0.001770925
527,194,0.001786983
709,261,0.001806733
891,328,0.001818414
1069,393,0.001819953
1073,395,0.001826132
1001,368,0.001826867
933,343,0.00183479
865,318,0.001843958
797,293,0.00185469
182,67,0.001863918
729,268,0.001867425
661,243,0.001882781
593,218,0.001901658
929,342,0.001907559
747,275,0.001918192
525,193,0.001925425
565,208,0.001935675
982,361,0.001939778
948,349,0.00194945
457,168,0.001956267
383,141,0.001969772
846,311,0.001975406
967,356,0.001989694
389,143,0.001997892
584,215,0.002002759
785,289,0.002018853
